text,likes,retweets,sad,depression
And I wish you was actually loyal… so sad :( https://t.co/l7EMBk6Egx,0,0,0,0
@Verhamsky @ABSCBNNews Ohhhh 😢😢😢 so sad..,0,0,0,0
@ToaruA Its pretty sad honestly 🥲 https://t.co/w2vOAQG9Z7,1,0,0,0
@maysoonzayid @Mqab10 Exactly!  That was the only way to raise awareness of her condition &amp; how it was wrong to make fun of her.  Sad that it happened bc it was supposed to be a special night for everyone. https://t.co/ga5fcXtVFQ,0,0,0,0
@Follow_MyJazz Ok i just got the balls to watch it she accidentally killed the friend but then did herself like omgggg it’s all so sad she looks young asf 😪😪😪,0,0,0,0
"I'm a sad girl because I miss you all too well ❤️‍🩹🥲❤️‍🩹🥲 @taylorswift13
https://t.co/BZaswUSZB6",0,0,0,0
@OttawaPolice Sad what you've become.,2,0,0,0
"Fire alarms have a tendency to have immaculate timing in going off when it's 0°C outside

Going out in T-shirt sad :c",3,0,0,0
"its really upsetting that ccs nowadays have to state ""dont sexualise/ship me"" etc etc in order to have people not do it, when it should be the default to NOT do shit like that anyways abt real people, its so sad",60,17,0,0
"In this special period in Japan, the wind is warm and gentle. The trees blossom and buds begin to sprout. We feel a little sad and nostalgic. Spring comes.",0,0,0,0
"@SamuelSokol @haaretzcom In the fog of war, these things (the question of authenticity) happen.  Perhaps it was understood as an attack, perhaps rumours.  And this is sad.  There is no question Putin is a war criminal.  Uncertainty over whether a memorial was damaged - this is understandable in a war.",0,0,0,0
"sorry anak nanay needs to go out everynight these days, nanay tired of getting sad, nanay needs a break. I love you so muchhh :&lt; https://t.co/BynotfhNJc",4,0,0,0
"whilst stating boundaries and being clear abt them is definitely something that is a good thing it also makes me really sad that cpk has to say this as a lot of this is just basic human respect, but so many ppl in this fandom have made it so that you have to state these things ): https://t.co/tP0xeCeSYN",120,10,0,0
kalo sad ending salahin user dotflact https://t.co/PDfYgHp1oO,4,0,0,0
I am so sad https://t.co/8RdpDUCHMH,0,0,0,0
"@tanziralam420 Yes, Sad fam 🥲",1,0,0,0
Really sad news. 😢 https://t.co/K9CO6FC8hH,1,0,0,0
@nowthia @sad_medic_ actually yeah this is the correct take,2,0,0,0
"Every now and then i get days of feeling sad for YOU.
Personally I’ve learned the hard way.
The whole universe is made in atoms which is positively charged.
We as humans are also made from atoms but are negatively changed.
Bad days go away into the positive night.
Always 
🌍❤️✌️",1,1,0,0
@lillieem_ It was sad as hell 😢,0,0,0,0
@HD_Ish36 Yeah that’s sad bro smh,0,0,0,0
omg this was my childhood !! so sad that rob manila doesn't have this anymore ☹️ https://t.co/knTVePfsPZ,0,0,0,0
"He can’t Describe how painful it is for him to see her confused &amp; lost 
.
.
.
So imagine if she were sad and upset 

(Smile my dear smile it’s hard for me to see you like that😔 )",0,0,0,0
"made myself sad thinking about people who have left my life. if any of you are out there or checking in, I do miss you and I hope one day we can talk again.",2,0,0,0
"Yes make a hit song first, later you would prove u can rap. I don't know any of your songs and don't who you are and the first thing you want to tell me in your song is you dealing with demons and depression, taking drugs to heal the pain. Oga me self they vex were I day...",1,0,0,1
Some bad encounters has left some girls with this kinda mentality fr its sad https://t.co/b8Noz3TikJ,1,0,0,0
"Well, I’m so sad tonight
And the words won’t come out right
It’s been a long day on the track
And it’s stamina that I lack",0,0,0,0
@_isabisa @todoperfeitinho only disappointment in this sad world,2,0,0,0
"@Choppa__Reid @bitgertbrise That's sad, i think there is a good chance of recovery. In my honest opinion I will suggest you contact @khalid_cybertech on Instagram",0,0,0,0
@EveloverAppu There's no money in healthcare. That's a sad fact. 🥲,2,0,0,0
"please dont be sick mino , your sister will be sad if you're sick..",0,0,0,0
the lack of haechan in the tt makes me so sad but oh well he still slayed and ate every line of his,0,0,0,0
"Man im sad, before my old twitter got banned for fjghting with the pronoun ppl i had like 2k followers and had twitter since the day it came out. Now i have 33 and i aint shit :( ...",0,0,0,0
"Seems like it is who they are...
Sad. https://t.co/ubWC13AlXp",0,0,0,0
@Bdowlen_LOE This is so true tho. It’s sad !,1,0,0,0
@Allison_Burnett Makes me sad,1,0,0,0
"When a comedian jokes about you,
You will feel like commiting su*cide that's why they say don't take a comedian joke seriously 😔 it's so sad Will Smith decided to risks his award and reputation for a joke. 🚶",0,0,0,0
this makes me so sad https://t.co/tEemDw6Oj3,2,2,0,0
macro sad purple drummer,0,0,0,0
@ScottFeinberg This is very sad! I believe that the situation could and should have been handled in a much better and matured way. That assault was completely unnecessary.,0,0,0,0
"@_Mirrs But then this would become a circus, and might undermine nanaman their community. They are really held on a different pedestal. Sad reality.",1,0,0,0
@iamdagtw @CetsOnCreck Felling Sad too,2,0,0,0
"@Options1955 @laurenboebert She is all about clicks, an attention seeking troll. Sad!!",3,0,0,0
"@DuckRabbit_Pro @jackiemcnugget @aditinfinite @andyjamesdalton Dragged through shit?? Come on, really? It's all good fun till one ""man"" smacks another man... Jokes are jokes, people just get offended at anything, so we can't say anything anymore

That's the sad part",0,0,0,0
Will Smith slapping chris rock pulled me out of depression lmao,7,0,0,1
It’s sad that females saying Will was wrong for slapping Chris. So you mean to tell me if a man disrespects you you don’t want your husband to get on his ass? Y’all js please STFU.,0,0,0,0
@IsraelMC01 I think it may have been the 8th since November? Are there any plans for direct action? I would like to participate if so. It’s past time for more people to get upset about this. What a sad day for Louisville. Sending you love my friend.,3,0,0,0
bro not having no hoes is sad like this is boring,6,4,0,0
@tiredtiredrry i’m so sad rn,0,0,0,0
@wlwangst that was so sad....im glad she made justice later....i was waiting for her to do it lol,0,0,0,0
The terribly sad thing is how many people had to google virus of Theseus and got no where cause they had never heard of the ship of Theseus thought experiment. Shows the decline of education in this country,0,0,0,0
"It’s a sad day, it’s a bad day https://t.co/n5qda0qeag",2,0,0,0
That video of that girl accidentally killing her cousin so sad fo😔,1,0,0,0
"Waitwait how did we go from incredibly sad and tragic to the unhinged altar scene??? mxtx what are you doing?? 

Please keep going",1,0,0,0
it was the vintage taylor stay beautiful shirt I'm so sad now,0,0,0,0
why don’t they make dark chocolate crunch bars. what is wrong with this sick sad world,6,1,0,0
@becbazley Sad day for bec,1,0,0,0
@eerielio_ Flynn you got a banger tweet just from upsetting a bunch of white men and women who don't like you dissing their bestie omg all these people are adults too. They must be really obsessed with the internet to walk over and try to defend a sad little white woman https://t.co/3RvGIGiBTv,5,0,0,0
@BillyBaldwin There is something unhinged about how he screamed out 2x to keep the wife’s name out of his f’in mouth.  He was almost trembling as he said it.  It was disgusting and sad.,0,0,0,0
"For economist Nouriel Roubini, the war’s economic and financial consequences on #Europe’s borders could be a 'geopolitical depression' and return to 1970s-style stagflation.""",229,51,0,1
I'm sad and she's happy with others,1,0,0,0
"@suggswriter This is the problem with some Black People we are to worried about what white people think of us, smh... I could give a fucc less what white people think about me they have warped so many Black Peoples minds that's it's very sad we need to do better Black People for ourselves...",0,0,0,0
@sarashahbaz766 Barish makes me sad idk why.,0,0,0,0
"@henrik_spranz Gm dear Henrik🌺
yes it was a violent response, but I think it's not cool to judge anyway..my aunt alopecia and it's such a sad disease..",0,0,0,0
"@blackgirlinmain new idea, perfect example of black on black crime was shown last night over a comment that poor will smith didn’t like.
#Sad!",0,0,0,0
@helloanic Be strong man. Search help if you feel you need it. Don’t stay sad. You’re never alone ❤️,1,0,0,0
"@BragoDace im just sad its not on switch...

and personally i would despise a customizable character, but thats just me",0,0,0,0
@halostacos i was sad,0,0,0,0
"@tqrsvb teddy bear, drive, and polaris make me sad in a very good way",1,0,0,0
I love my dad but I am having depression because of him:),0,0,0,1
"@pjnichols @couldasaid @msm_monitor @theSNP @scotgov Nope. All very much linked. One govt sought to destroy Glasgow industry, wee hint, that would be the one in London. The other invested to keep value adding jobs and skills in Scotland. Wee hint, that was the SNP. Britnats desperate for Scotland to fail is sad stuff indeed. Bye!",1,0,0,0
It's  a sad world we live in https://t.co/vTWpBiJI8H,0,0,0,0
@OfficialMitch07 That’s so sad,0,0,0,0
"If in fact the Smith/Rock incident was staged in an attempt to bring viewers back to the Oscars, it's sad... and I think it alienated even more people, proving that the Oscars is no longer the class act it once was. https://t.co/o6uzUcUZNL",264,9,0,0
Wit is lowkey just the topsoil to deep rooted depression,5,0,0,1
@sullivnx Feeling a bit sad myself this afternoon https://t.co/R29Z4GWnMh,2,1,0,0
"Shrooms and Chocolate Bar edibles…  good for depression and anxiety ht 

https://t.co/utmWugqMQa",1,0,0,1
@JacobEdwardInc My buddy went through the same thing at commicast. They fired him for not getting the booster in time. What is sad is the guy has two kids,0,0,0,0
@steven_metz @Robert_E_Kelly Sad soul-less human clinging to his sad completely false story….,1,0,0,0
"LRT I personally wouldn't want sth on the level of miqote ear movement as it'd feel slightly uncanny but I'd LOVE subtle movement, ears drooping a little when sad, perking a few cms up when excited, slightly turning when they need to perceive a sound.",0,0,0,0
"But no seriously I’m pretty sure he was sad about his brother now another one coming, let alone he don’t be with his mom &amp; dad everyday.",0,0,0,0
"How sad is this, THIS BREAKS MY HEART, If you ever seen a Lion in the wild and then this POOR GUY. 
HUMAN ARE TRULY DEVSTATING ALL THE WORLDS BEAUTY. https://t.co/TKFl33r7H0",0,0,0,0
"sooo our flag means death is dumb gay pirates show 
black sails is sad gay pirates 
and pirates of the caribbean is gay and homophobic pirates",0,0,0,0
Sad boi♥️♥️♥️♥️ https://t.co/roTWnHNHRy,2,1,0,0
"Actually, I'm glad he hit him. If he hadn't, would anyone have called Rock out? Would anyone not watching have found out he was *that* kind of sad excuse for a comedian? Or would this cruel ""joke"" about the medical condition of a black woman have been let slide and forgotten?",8,0,0,0
Poverty have blocked some people's brain and it's sad.,0,0,0,0
"I remember a Sudanese college buddy of mine in 2011 with his particular superiority complex stating, “They won’t be able to manage themselves, they hate each other even more than they hate us.” Sad to say it but he’s looking like an oracle these days. /2",11,2,0,0
"@wearethemeteor Why? 
You want a Tory government.
That's sad whatever your excuse.",0,0,0,0
@toshiirei no fr it's so sad but so cute,0,0,0,0
(Sad honking noises) https://t.co/wQsEJ0EZBj,14,0,0,0
"Man, @Rufaske mentioning Cryptopia brings back some sad nigga moment, that Exchange's hack character developed me in Jan 2019. A hack in the middle of a bear market 😭😭😭 https://t.co/PXlxeXCmdU",6,0,0,0
follow Billy https://t.co/FdAl3Lc8qr,0,0,0,0
"I'm sad that most of my TBM pics turned out too blurry to post but I'm happy I've got the memories. This was a great night, even with the anxiety of being surrounded by a crowd without masks. https://t.co/y5bpNbalpc",0,0,0,0
@rennaestubbs Unreal and so sad.,0,0,0,0
"#Heardle #31

🔊🟩⬜️⬜️⬜️⬜️⬜️

https://t.co/kNLvt7QGi2

Oh this one made me sad due to current events, but a great song nonetheless.",0,0,0,0
Note to self:Being sad will make you make big mistakes. Don’t act on your emotions unless they come from a place of love. Not from a place of selfishness. Act on your self will. Doing things you might not want to do in that moment but have to be done.,0,0,0,0
@JaylaPage10 They running out of shit to write about sad,0,0,0,0
Stefan Savic - sad girl https://t.co/Dpv82NPdUa,3,0,0,0
@myiahNOmiguel Yes bruh and then the family members pushing through the door seeing them on the ground. All at a birthday party too.. sad as hell man,0,0,0,0
Today I saw a balloon rolling across the park and it made me feel somehow nostalgic and sad 😦,0,0,0,0
"Sad how the altercation between #willsmithchrisrock has taken center stage and silenced what should be a celebration of the beautiful film, #CODA 
#BestPicture
#Oscars",3,0,0,0
@lixkika yeah like as someone who got groomed multiple times at 13 I WISH I had people defending me like I feel so sad and the past keeps haunting u like I’m scared for these girls,1,0,0,0
China rlly don’t give any fucks about what’s sacred to other countries. They will buy and desecrate anything. It’s sad cuz they almost don’t honor anything sacred in their own culture. I hate it.,0,0,0,0
"Some abstract emotional art. Maybe a few people can relate

#CLIPSTUDIOPAINT #digitalpainting #abstractart #ventart #depression #SuicideAwareness https://t.co/VBwJxqgKU7",12,2,0,1
"@ghost27289 @ItsYaBoiSoma2 @CoryxKenshin ikr. she looks very good, but yeah its very sad and i bet thats not what she wants",2,0,0,0
@Valerie55589711 Omg I’m so sad for you.,1,0,0,0
"@ehsancharolia96 @KhaledBeydoun Yes, I agree that women get stoned in Sharia even when she is Raped as Rape is not concensual... And It is indeed very sad.",0,0,0,0
"Your instincts aren't wrong, they just were built for a world you've never lived in. So modify them. Or continue to experience #anxiety, #depression, #heartdisease, #sleeplessness, etc. We review #Instinct: https://t.co/qKtzM6aDrv @DrRebeccaHeiss #advertising #marketing",0,0,0,1
I’m very sad that there was no new episode of AOT,2,0,0,0
"@yuhline Typycal Yuh-Line replier: “Good MORNING world! Time to make Yuh-Line’s life misserable in the replies 🤡” 🤦‍♂️

I realy hope they are bots or get paid to do this because it would be really sad if this were real people….",0,0,0,0
@Jon__Reed It is very bad if you have seen how devastated women can be with hair loss. Hair loss with chemotherapy and alopecia can trigger severe depression. Making fun of someone who is distressed by this can be very painful.,0,0,0,1
This is just sad 😢 https://t.co/G894duG5cm,0,0,0,0
Congratulations to the five projects! Announcing the 2022 @unity for Humanity Grant winners including one using #AR to ease the fears of children going through #cancer treatment and one dealing with #depression https://t.co/hfVgtteRSv,0,0,0,1
Genuinely sad to see. It's obvious now he's being forced out the club. https://t.co/iDzAdfIC7u,0,0,0,0
😂😂😂 I’ll be getting pressed bout my tweets in a hour or so that’s sad,0,0,0,0
"sung-hoon attended the blind date instead of tae-moo. look at how sad and shocked yoo-jung is🥲

#BusinessProposalEp9 https://t.co/jVm3uIfdAI",5,0,0,0
@CoinbaseSupport I haven’t received any update. Even if I did I’m sure it basically say “to bad so sad.”,0,0,0,0
@4HumanUnity @DonaldJTrumpJr I hate Trump more than the next person but are you really still citing the “Russia collusion” narrative? There’s so many other things you can say here. Sad how many people won’t inform themselves of the facts,0,0,0,0
"@RonFilipkowski 15 unearned minutes of fame passes far more quickly my dear Joanna 

PS - not a misspelling. It’s sad you don’t have the wit to understand subtitles and we have to spell it out for you.",0,0,0,0
Lol why you think he went out sad tho? He holding it down fr https://t.co/dbne8rbJDv,2,0,0,0
Abuse is abuse no matter how teary or emotional someone's speech is. Really sad to see people or even institution doesn't care about basic human dignity. Chris Rock was humiliated in front of whole world...for a distasteful joke but he kept hosting without throwing any tantrums.,0,0,0,0
@unofficial_amy @jaden That's just sad lol,1,0,0,0
"@FatherOfElijah1 @_Lyricaljoe @3musicAwards Yeah. 
I just hope they don't give up cus recently teephlow, who's one of my favorite rappers in Ghana he was giving up cus it's sad... May Jah guide them",2,0,0,0
"@sweetpinkqq However, reading this book makes me very sad. This book is a book about the sadness of war.",0,0,0,0
"I liked the way you talk, the time we spent together, and your voice. 
But it seemed you weren't so int me and didn't care about how i felt. 
I felt sad to lose you, but the truth is that we've come to the end.",3,0,0,0
Ecstasy cured my depression,0,0,0,1
"Hoy, you will never be happy if you continue to hold on the things that makes you sad.",0,0,0,0
@kayravallen Sad girl,1,0,0,0
sad night,0,0,0,0
@PeterTingle6_9 Felt sad tonight 🥺,0,0,0,0
"Fine, I’ll give my Will Smith take:
It’s sad how badly he wants her love, and what he’s willing to do to try to get it. I think it’s clear he feels unloved in that marriage and lashed out to try to earn it.

Unless the whole thing was fake. Then who cares…",4,0,0,0
@NeilJacobs Sad really,2,0,0,0
I managed to have a sexy dream!!! Is my libido back? Can I have both depression drugs AND a sex drive???,0,0,0,1
"27 March 2021 my dad passed away .
1 year now on his anniversary. I dont want be in Desperation at home &amp; sad so I went watch @RRRMovie 
3 time As it @AlwaysRamCharan  birthday. Cannot him see him in Real .A Brought a ticket as Gift for @AlwaysRamCharan .
https://t.co/ZC2WTAviwl",1,0,0,0
@tTttargettTt @ScottFeinberg Damn im sorry 😞 that's so sad but I'm so glad you realized what's up bc were very similar. Glad you quit the booze🙏,1,0,0,0
@mikumilkui how are u not sad??!?!?!,0,0,0,0
@yeoginajeong TW//SAD GIRL https://t.co/vhiN2XtEFa,0,0,0,0
"Depression doesn't just affect the person with the condition; it also has an impact on the family. From homework help to soccer practice, your kids need you at your best. 

Call us today for a consult (808) 867-4357

#TMS #mentalhealth #depression #therapy #family #mother #child https://t.co/xe0O1ExDHb",0,0,0,1
@fwenclub Tat's sad My art isn't🥲 picked,0,0,0,0
"""I can't be found out... I don't want to make Mira-nee and the others sad again. I have to hold it in! I will live out my life in Edolas..."" — Lisanna",0,0,0,0
"@ShrewdTo0ts @ITV Is all you do moan that’s your whole Twitter account, cheer up mate crack a smile, must be exhausting being so sad and miserable all the time",0,0,0,0
@Deonee15 @AfricaFactsZone It's sad how you couldn't make your point without insults. I pity your children..😭😭😭😭,0,0,0,0
@yellowttea happy sad ending brayy,0,0,0,0
"@funnynarciss Goredolf is my favourite from FGO, his arc is so incredible and he continually makes sad moments that but sadder",2,0,0,0
@__calian Sad boy,0,0,0,0
"@nic5699 @Cyrusheadchop And there you are saying the same thing you say every tweet, broken record. How sad it must be to have nothing better to say. You are obsessed with me. I made you keep responding. Keep being good and respond right away cup stacker https://t.co/QE4bDTxG4D",1,0,0,0
"@TheKalenAllen There'll be nothing to joke about if you don't put it out there. Not justifying what either of them did or said, but that's the sad reality",0,0,0,0
@Falhen0 Sorry man I know how sad it is :(,2,0,0,0
#CODA most definitely played in theatres - last summer. I saw it at the Angelika. I thought it was great and was sad no one was probably ever going to see it. Ha! @BrianLehrer,1,0,0,0
@glen_mcgregor @Mike_L_Bailey It’s sad that some people don’t know this.,2,0,0,0
This is really sad to watch man! https://t.co/UJyUi09Qmh,23,15,0,0
@WSecretClub_nft Lovely. Doing something unique will make the project more interesting &amp; valuable and supported by its community. I’m kinda sad because i was ready to set my reminder lol but thats ok. Still a good way to keep everyone safe. Too many scammers out there,0,0,0,0
@Shanusss Sad times 😂,0,0,0,0
@Ek7_PrN Not Everyone!! Mentally unstable ( not talking about a lil depression or Anxiety) Dangerous felons that have committed heinous crimes / Stalkers &amp; Active Addicts ( My LTC turned me into a law abiding citizen) from doing drugs &amp; fighting teen To,0,0,0,1
@DAMIADENUGA The only way to address the issue was by slapping ok ok sad,9,0,0,0
@JennaForRI Good points. It’s sad that we have normalize being normal.,0,0,0,0
"@jadapsmith @Jacquieaiche Will came across as totally unhinged, man. What a disappointment. Been a fan all these years. Made me sick in the stomach. All he had to do was vocally disapprove, not slap a fellow colleague onstage on the biggest night of the year. What a poor role model for kids. Sad.",0,0,0,0
"@FaizanHayat13 Damage unki Hoti hai jinki Hoti hai politics.
Feeling sad to saying this ALTAF HUSSNAIN's MQM was much stronger than these bunch of men ready to sold themselves at any point",2,0,0,0
"I am sad that Binti is over, it went by really fast. The complete opposite of Fan Girl which was the slowest of slow burns. So Binti was a nice change of pace. #fys03xu",0,0,0,0
@CancerFinalGirl @ThanksCancer That is very sad. I lost my Facebook account and didn't go on Facebook for 2 months and everybody on Facebook was wondering what happened,3,1,0,0
@Kas_tero1d @AK3atINARI @Variety It’s really sad that this isn’t a joke... alopecia is a medical term for hair loss/balding. Male pattern baldness is a form of alopecia. Being bald is not a disability. Please educate yourselves,2,0,0,0
@Al_kleinman @JonasK36 @AalessiaLazzari @moreoffilms It’s an autoimmune disorder which can cause severe depression in people so please STFU if you don’t know what you’re talking about.,2,0,0,1
Fuuuuuuuck. I could have stayed in bed another 30 minutes to cuddle Princess 🥺 now I'm sad.,2,0,0,0
@NoShhh77 @abigailm1971 Sad..isnt it..,0,0,0,0
@suckmypintoes He looks so sad. Needs his friends,7,0,0,0
@sfonplsql @mortenbraten We actually started to code-generate to overcome that limitation. So sad.,1,0,0,0
"@MichaelSteele Lmao,here's a sad commentary people out here maskless and plenty unvaccinationated but yet they ended all the mandates for safety  and still talk about the covid numbers are rising and different variants to come lmao,we live in a playful time,will was just playing #distractions",1,1,0,0
Sad truth https://t.co/dNEd5Nvxds,5,0,0,0
"@pepasunset that's so sad
:(",0,0,0,0
@Bitfinexed BTC Maxi....fixes this ?? Sad. Very sad,0,0,0,0
Omo ehn! It’s sad asf https://t.co/M8487iKf0U,0,0,0,0
"Useless is released now! Check it at the link in my bio.

#Useless #indiemusic #NewMusic #Commercial #edm #YouTubeMusic #Spotify #AppleMusic #iTunes #single #IndieArtists #music #Dance #CalvinHarris #Pop #House #Producer #electro #jasonderulo #underground #beach #sad #upbeat #MH",0,0,0,0
@DonaldJTrumpJr You guys never fail to show who you are.  Using racism in a situation where racism doesn't exist. It's sad that it still works.,0,0,0,0
"Sad to announce that it's my last 2 weeks at Behaviour 🥲. While I love my cozy team, a big role has come up that was very hard to ignore.. 

We can still go out to lunches (esp that vegan ramen place), boba and coffee!",149,0,0,0
@KhalidBaig85 Delhi budget was announced recently bt there was no mention of media spending ….. but this interview certainly shows a lot has been kept aside for the bikaoo media….sad really sad Et-tu-Brute @nkumar,0,0,0,0
"@IbnNinculus This is soo sad, omg!  These people should protest and resist the theft of our natural resources.",0,0,0,0
"@DaisyDeadhead I did not know he is homeless.   Sad.  Maybe he could get some residuals? Maybe? 

Better yet, he ought to go on tour!",1,0,0,0
@likethreetong2 So Tru feel sad 😢,1,0,0,0
@otomebanshou i love him so much god im so sad 😔💔 making flower crowns and playing w little cats 🫠💖,2,0,0,0
"@sophie_frm_mars Mildred is not shallow. Mildred is not their mother. Mildred is not your puppeteer.

This hyperfocus from Caleb is both hilarious and sad. You guys got all the way under his skin and he can't hide from that. He can only post through it.",29,0,0,0
bye this type of pov makes me blushing then sad then blushing again then sad again https://t.co/Og6P2kbiVF,0,1,0,0
"@tweetbybeb @Thlolo15March @rosette_stargal @Tiago_K254 @Busyy_fingers I can cure Diabetes in less than two weeks,drugs or pills remedies will only reduce the level of sugar in ur blood,my Herbal mixture will cure it and u will be able to eat any kind of food u want,I'm always sad,if I hear someone die of Diabetes,while I can cure it,DM 4 more info.",0,0,0,0
"Yar feeling sad for this guy🫣😂🤣
Ab ye bhai shab shi famous hojaingy🤣
#buzdar https://t.co/mZqs5Po4zI",1,0,0,0
Sad week incoming,0,0,0,0
I’m so sad today I love my job but the racism is so bad it’s not funny but I’m dead ass a real bitch first and I wanna fight these bitches,2,0,0,0
"@GemuyoT Damn, here I was thinking I was too old to meet waifus, now you're telling me I gotta be 55 just for a chance?

Sad times.",1,0,0,0
i’m so sad my phone died bc i missed filming soooo much but also liked it bc i could just watch and not worry,5,0,0,0
@SethAbramson This right here. Money buffers people from consequences. It’s a sad fact of the human condition.,0,0,0,0
"@FounderJordan @glennbeck @KimIversenShow The MSM and entertainment industry has also done a real good job discrediting anyone speaking truth to power.  They know people feel a level of discomfort when confronted with reality, so they gave them the easy way out.  Sad.",0,0,0,0
@beloverjenniexx She must be so sad if she found out that her fans throwing h4te to her friends☹️ right? they didn't think that hurting her friend would also hurting their own fave 😭,0,0,0,0
"😂😂😂😂

@stevenacohen2 is so desperate to get fans to come see his bad team he’s honoring a no hitter that really wasn’t a no hitter. I view it as having an asterisk next to it. And I know many others in the sport do as well. This is just sad. Just a money grab #Mets https://t.co/VkuvzLuLir",0,0,0,0
"Honestly fuck Riverdale for making Veronica's ""daddykins"" a joke only to then use it at the end of her eulogy and breaking my heart in the process???? 😭😭🥺😟 like I made fun of it but that  legitimate made me sad #Riverdale #veronicalodge #riverdaleseason6",0,0,0,0
"Does your #aloe or #cactus look a bit sad? Read tips on how to save a dying #succulent at 
https://t.co/I9BuULZkNv https://t.co/jxki5K01MI",0,0,0,0
Psychiatrist and Author Joanna Moncrieff: “The serotonin myth [about depression] needs to be challenged more widely and publicly” https://t.co/h2Sez7EuOC,0,0,0,1
A poem about me and some depression art. #digitalart #pokemonart #depressionart #Depression #poem https://t.co/4zmO4iiYZf,2,0,0,1
@CallMe5habba 🥲😩 I was sad af.. I was deceived,0,0,0,0
@CliftonTG @wizkhalifa People really making it a meme. It’s real sad,1,0,0,0
Will Smith's world is falling apart.....sad https://t.co/wzXFuHnnGV,0,0,0,0
"@stillgray F that! I call it a disgusting, immature, sad response to a lame joke. Seriously- What a crybaby!",0,0,0,0
i feel so sad this morning &amp; cant seem to figure out why… 🙁,0,0,0,0
"@SheCinephile @tjholmes @GMA She wasn’t attacked he is a comedian &amp; Will thinks he is but he is NOT!! To do what he did, say what he said &amp; then get up on stage &amp; spew the BS of spreading love, yeah if that’s his love we don’t need it!!! #sad #weak",4,1,0,0
🧢ya be sad for 2 months then ya lookin for another dick to hop on😑😂 https://t.co/H6uWEKLano,1,1,0,0
@kitteguts it’s sad I always wonder if the parents even have a clue,1,0,0,0
@MidgetDrummer @YuinoSery It does seem so and that makes it even more sad to see it continuing,1,0,0,0
"It’s sad but that is the power of money and propaganda, how many idiots have podcasts? How many idiots are in tv? What Carlson would not say yo keep his ratings up, the big downfall is shear number of ppl that believes them https://t.co/OgRlLLsfaP",0,0,0,0
@stankydick1 You have no empathy then and that’s sad that being broke made you that way.,0,0,0,0
"@andy999shawca Nailed it!, I like her voice. As for being street smart, Bring her to Brooklyn for the day. My mom said that too, She was like “Why does she look so depressed!?, She is too young to be that sad”. + Happy Monday! 😜",1,0,0,0
@luka_kola @iAMnotPoppers Still sad he deleted this picture from his Instagram,0,0,0,0
"@jawbone03 @fuckcubicles @DailyCaller Here’s a Republican response, “I watch my kids internet search”.

Sad part kids will still learn this from their peers.",0,0,0,0
@JustMe_KD You’re probably right. It’s sad.,0,0,0,0
I have no words…… that’s the sad part.,0,0,0,0
"@CNN Shame on you, Will Smith! I have always been a fan but right now I am disgusted with your behavior. So sad, so unnecessary. So disappointing!",1,0,0,0
"@Penny_Lane_Pup It's a sad state of our world, when criminals steal something, knowing  law abiding citizens suffer, at the hands of other's actions.

So very sorry you continue to go without service, because of a criminal act by others.",0,0,0,0
Visit our website https://t.co/I5RtpLjlfA or call 0116 4030092 for counselling and wellbeing for you online and face to face counselling. #business #apprentice #addiction #ADHD #loss  #autism #depression #Leicester https://t.co/F89G6MMjJE,0,0,0,1
"@Nullis_sum @ischinger also, it’s funny/sad cos it’s true",0,0,0,0
Simple: white feminists could give a shit about black women at the end of the day. Sad but true https://t.co/x3TBCcmm2t,0,0,0,0
@numba2dad @Wario64 Im so sad on how true this is 😓😓😓,14,0,0,0
SO SAD... VAXXX PUSHER DIES SUDDENLY. Who would have thought this possible? #karma 3.28.22 https://t.co/fCXv6mz2S0,0,0,0,0
@UnitedStandMUFC @FabrizioRomano And that's how we will miss out on players. So sad,1,0,0,0
@Ladybellesfic @JNelsonLDF Making fun of someone is not violence no matter what gender or race they are. It’s sad that twitter has to teach you this!,1,0,0,0
@thclwa IVE WATCHED IT BUT ITS MAKING ME SAD AGAIN💔,0,0,0,0
"@BeatGh0st @Jack_S_Wolfman It's pretty sad that best actor/actress has basically turned into ""shit, who hasn't got one yet, uh... did they make a movie this year? was it good? fuck it, whatever"" for the last decade or so.",1,0,0,0
@EwanWhyte2 Dat a sad storwy. I not understands da homewerk kweshtun. Why dey be mean and laff? Dat lots not nice!,23,0,0,0
@laurenboebert I see you didn’t study economics. Neither you studied to be smart. How sad for Americans that they have idiots like you presenting them.,0,0,0,0
@Variety It is sad and disappointing that @TiffanyHaddish thinks a man “standing up” for his wife must be physically violent and aggressive. That’s not support. That’s rage.,5,0,0,0
"I have a strong urge to dye my hair burgundyyyy ... its only a matter of time. 

I'm so attached to the health of my hair I would actually be sad . 

I also want to dye it lilac",4,0,0,0
"@TeamWillDaily Man this is not what the ambassador of love looks like to me, you could get on stage and say man this was not good and i hope it will be the last time when something like that is being said on this stage but,you did not have time to think. Sad sad moment my slap  ambassador",0,0,0,0
"Meditation can ease anxiety, depression and insomnia and improve mood and focus. https://t.co/aY371ObwTK",0,0,0,1
"#Bullying is a major risk factor for mild, moderate, and severe #behavioralhealth problems such as #depression, and can cause #suicide: prevention and engaged treatment work #SharedFacts #HumanReasoning",5,4,0,1
@MENPHOB1C HE COULD'VE KEPT HIM SANE AND JUSY GIVE HIM THE DEPRESSION AFTER THE MARLEY ARC LIKEE,1,0,0,1
